,0,1,2,3
"[280.0, 240.0, 320.0, 280.0]",-0.7548717601280001,-0.534944,11.641653904018167,-0.8151392000000001
"[280.0, 320.0, 320.0, 360.0]",-0.2,3.5757965418496007,43.9943982231088,6.503489937959962
"[240.0, 280.0, 280.0, 320.0]",-0.396,-0.5528,-0.396,-0.396
"[240.0, 320.0, 280.0, 360.0]",-0.396,6.328863176070425,38.552612150890695,1.2513830378428454
"[200.0, 320.0, 240.0, 360.0]",-0.823664,2.9085782657646795,33.49744293667616,4.1633869318574055
"[200.0, 280.0, 240.0, 320.0]",-18.0,-0.616304,-0.42479999999999996,-0.396
"[320.0, 320.0, 360.0, 360.0]",49.9999999999803,18.0,33.616,10.0
"[0.0, 120.0, 40.0, 160.0]",-5.65960648250012,-5.303761454537071,-5.705163488510334,-5.6751561016651255
"[0.0, 160.0, 40.0, 200.0]",-5.3247690943828,-4.15957817463368,-6.021144435167956,-5.282080685993978
"[280.0, 120.0, 320.0, 160.0]",-2.143676115722359,-2.1084574470832242,2.7328949121161976,-2.1383401072365222
"[280.0, 160.0, 320.0, 200.0]",-1.5601450140827466,-1.61270690531328,4.3036133957106495,-1.6312698595016193
"[280.0, 200.0, 320.0, 240.0]",-1.16142134507264,-0.8614644963885056,11.205466141484944,-1.2609568294400002
"[240.0, 240.0, 280.0, 280.0]",-0.58808,-0.58808,-0.36343646438850563,-10.0
"[0.0, 200.0, 40.0, 240.0]",-4.8682826697922,-2.3538209720182626,-4.973975799496463,-4.850170686955641
"[0.0, 240.0, 40.0, 280.0]",-4.40430520030215,0.20196580073737297,-5.049791482359784,-4.449861423532632
"[0.0, 280.0, 40.0, 320.0]",-3.8741681343945613,3.8089192742389586,-3.8421966349092154,-2.8715013138612075
"[0.0, 320.0, 40.0, 360.0]",-2.9959045934606783,-3.2940736078830444,8.319550955118702,-3.0898843563337546
"[40.0, 320.0, 80.0, 360.0]",-2.9067823381935405,-2.7162345693300676,13.501950896913296,0.8782989171598254
"[80.0, 320.0, 120.0, 360.0]",0.2932458066201531,-2.238459954308659,18.78487058484641,-2.344391227785627
"[120.0, 320.0, 160.0, 360.0]",0.114563845275647,-1.5462716128129839,23.82830066044384,-1.723353859716701
"[160.0, 320.0, 200.0, 360.0]",4.02439997846176,3.4644038566692217,28.655008447539043,5.118007304159294
