,0,1,2,3
"[0.0, 0.0, 40.0, 40.0]",-2.0318207940188873,-6.702848175501003,1.1181211330796166,-2.7071380175523867
"[40.0, 0.0, 80.0, 40.0]",-0.24119215160313456,-9.117245340196938,2.3534679256708473,-1.9278685178445025
"[80.0, 0.0, 120.0, 40.0]",-1.0662224935101532,-0.6722336131391987,3.726075472974858,-0.3932281824187959
"[120.0, 0.0, 160.0, 40.0]",1.516478929776959,2.059382354597484,5.25119496997353,-0.21464398857920786
"[160.0, 0.0, 200.0, 40.0]",1.0121141166729597,-0.019374284833173938,6.945772188859874,1.8885342859362257
"[200.0, 0.0, 240.0, 40.0]",1.235817276563467,2.9848354157047927,8.828635765399943,4.290729855556255
"[240.0, 0.0, 280.0, 40.0]",5.31542823520731,4.375950475652534,10.920706405999951,5.407581613963452
"[40.0, 40.0, 80.0, 80.0]",-9.243525203582552,-9.246362874574432,-9.242609978240374,-9.247886949514312
"[40.0, 80.0, 80.0, 120.0]",-9.21903665297759,-9.22055893604373,-9.22793002892663,-9.215299442803238
"[80.0, 80.0, 120.0, 120.0]",-9.207003861621358,-9.216792244137036,-9.218266301639117,-9.212439326812564
"[120.0, 80.0, 160.0, 120.0]",-9.207020993145205,-9.214837055641569,-9.217398232134748,-9.205857009321532
"[80.0, 120.0, 120.0, 160.0]",-9.222440705091195,-9.202882511668083,-9.198831447720066,-9.196110728617962
"[80.0, 160.0, 120.0, 200.0]",-9.200166158399698,-9.182552958247516,-9.19429520456302,-9.19268630057348
"[40.0, 160.0, 80.0, 200.0]",-9.190975984341684,-9.186125104790342,-9.196232446985551,-9.190202715540284
"[40.0, 200.0, 80.0, 240.0]",-9.181580552143028,-9.188109597211378,-9.172822955792151,-9.185087755645643
"[40.0, 240.0, 80.0, 280.0]",-9.178572334138957,-9.174324574268987,-9.183534772890253,-9.177201532207194
"[80.0, 240.0, 120.0, 280.0]",-9.172214513743867,-9.161153949969762,-9.186311217798615,-9.170504959531621
"[40.0, 120.0, 80.0, 160.0]",-9.20671246204679,-9.2001563495102,-9.207273829074923,-9.200522609597598
"[120.0, 120.0, 160.0, 160.0]",-9.208954472985523,-9.218973825388455,-9.201122771932349,-9.194012098044222
"[160.0, 80.0, 200.0, 120.0]",-9.198064794422665,-9.202113101840716,-9.213512447989702,-9.207454781745504
"[120.0, 160.0, 160.0, 200.0]",-9.205796071402292,-9.198363237003973,-9.197105745803096,-9.192950324133776
"[160.0, 160.0, 200.0, 200.0]",-9.197170509068455,-9.193729312129236,-9.203885324399835,-9.192272644059571
"[160.0, 200.0, 200.0, 240.0]",-9.197645914622042,-9.17619398916783,-9.171761724645965,-9.167939018992126
"[200.0, 200.0, 240.0, 240.0]",-9.193326392047206,-44.63129088,-9.185545922116152,-9.177978104644334
"[120.0, 200.0, 160.0, 240.0]",-9.189095357025776,-9.182812797720553,-9.178320809328936,-9.177956508750583
"[120.0, 240.0, 160.0, 280.0]",-9.175210483481354,-9.173492388550073,-9.18766597584545,-9.180362183906336
"[80.0, 200.0, 120.0, 240.0]",-9.17031352516506,-9.173099977741423,-9.18213905360504,-9.180009201165467
"[160.0, 240.0, 200.0, 280.0]",-9.167453265882802,-9.184053129465612,-45.705032704000004,-9.172795872550214
"[160.0, 120.0, 200.0, 160.0]",-9.204463278458995,-9.190850660734482,-9.207272178650104,-9.20064199027015
"[200.0, 160.0, 240.0, 200.0]",-9.20458467606886,-9.204913717300524,-9.192099348092455,-9.203259480318854
