,0,1,2,3
"[160.0, 200.0, 200.0, 240.0]",-8.487215204775783,-8.510581413088342,-8.496362498073927,-8.509032543372914
"[200.0, 200.0, 240.0, 240.0]",-8.480272955596423,-39.51424,-8.488283966389005,-8.501247286790825
"[120.0, 200.0, 160.0, 240.0]",-8.505724051375037,-8.496588654498375,-8.485446933247003,-8.486669091750871
"[120.0, 240.0, 160.0, 280.0]",-8.493363554815646,-8.490404142308764,-8.488356638638297,-8.490352082742652
"[80.0, 200.0, 120.0, 240.0]",-8.497935257922919,-8.485048235121814,-8.485703845226327,-8.481680806352808
"[160.0, 240.0, 200.0, 280.0]",-8.48669700292878,-8.473652096128658,-36.8928,-8.478229829633564
"[160.0, 120.0, 200.0, 160.0]",-8.491311911595854,-8.503530913541303,-8.499043048730591,-8.503852936903435
"[200.0, 160.0, 240.0, 200.0]",-8.490622564675661,-8.471475793306176,-8.495260350099603,-8.500431664948538
"[200.0, 120.0, 240.0, 160.0]",-8.488804899191075,-8.480069718710823,-8.477585425606339,-8.507286242044282
"[200.0, 80.0, 240.0, 120.0]",-8.502168855252192,-8.483899974075895,-8.48940377366517,-8.498941955717989
"[0.0, 40.0, 40.0, 80.0]",-5.22741299677794,-5.196618060025605,-6.594948291679166,-5.158949722167883
terminal,0.0,0.0,0.0,0.0
"[0.0, 80.0, 40.0, 120.0]",-4.907245711447689,-4.882677573368388,-5.9689372602654345,-4.856883629899345
"[280.0, 0.0, 320.0, 40.0]",-3.4246952304150344,-3.4280909550231087,-3.4287816757277243,-3.520579053251964
"[320.0, 0.0, 360.0, 40.0]",-3.141950234630457,-2.8192177692822424,-3.0486466914296697,-3.11462235042056
"[320.0, 40.0, 360.0, 80.0]",-3.0202571104591374,-0.7966454020573964,-3.0255075252225723,-3.009280321586487
"[280.0, 40.0, 320.0, 80.0]",-3.1439699889612642,-3.168742739267129,-3.1432681696979117,-3.1876737576010763
"[280.0, 80.0, 320.0, 120.0]",-2.9604522058051868,-2.5427651179119946,-1.8165903607695761,-2.7004421567127324
"[320.0, 80.0, 360.0, 120.0]",-2.4791405267922513,4.03107328929975,-2.386924219936045,-2.7930456739002274
"[320.0, 120.0, 360.0, 160.0]",-1.8904594231898662,12.185382693126316,-1.9761726613584083,-2.114112795752253
"[320.0, 160.0, 360.0, 200.0]",-1.5029990484034699,20.73424549701824,-1.492369774182144,-1.4720964652339201
"[320.0, 200.0, 360.0, 240.0]",2.9948594080777067,29.277736214189677,4.042178680429608,-0.7787996052401165
"[320.0, 240.0, 360.0, 280.0]",3.545358900075173,36.97415995965126,9.279842961530658,-0.58808
"[320.0, 280.0, 360.0, 320.0]",-0.4664304,43.69053437144515,-0.2,-0.2746944
"[280.0, 280.0, 320.0, 320.0]",-0.2,-0.2,1.537344,-0.36000000000000004
"[280.0, 240.0, 320.0, 280.0]",-0.7548717601280001,-0.534944,6.122349506196848,-0.8151392000000001
"[280.0, 320.0, 320.0, 360.0]",-0.2,3.5757965418496007,42.15284051307634,-0.2
"[240.0, 280.0, 280.0, 320.0]",-0.396,-0.5528,-0.396,-0.396
"[240.0, 320.0, 280.0, 360.0]",-0.396,-0.396,31.503166361923643,1.2513830378428454
"[200.0, 320.0, 240.0, 360.0]",-0.69048,-0.58808,19.883568143137108,-0.6795773120000002
"[200.0, 280.0, 240.0, 320.0]",-10.0,-0.616304,-0.42479999999999996,-0.396
"[320.0, 320.0, 360.0, 360.0]",49.994683088016856,0.0,24.4,0.0
"[0.0, 120.0, 40.0, 160.0]",-4.698060222592303,-4.517589060735031,-5.705163488510334,-4.4886558836785
"[0.0, 160.0, 40.0, 200.0]",-4.1853506343487465,-4.29113494938579,-4.517820237683237,-4.204324735203474
"[280.0, 120.0, 320.0, 160.0]",-2.143676115722359,-2.1084574470832242,0.4435097271268327,-2.1383401072365222
"[280.0, 160.0, 320.0, 200.0]",-1.5601450140827466,-1.61270690531328,-0.9694983975918111,-1.6312698595016193
"[280.0, 200.0, 320.0, 240.0]",-1.16142134507264,-0.8614644963885056,1.016131046443797,-1.2609568294400002
"[240.0, 240.0, 280.0, 280.0]",-0.58808,-0.58808,-0.36343646438850563,-10.0
"[0.0, 200.0, 40.0, 240.0]",-4.046206930767411,-3.97737785288838,-4.973975799496463,-3.9468110668276077
"[0.0, 240.0, 40.0, 280.0]",-3.6785107844360416,-3.7111078307579457,-5.049791482359784,-3.669629153040633
"[0.0, 280.0, 40.0, 320.0]",-3.5062285794932464,-3.5418596974703025,-3.588293039264072,-3.5444235440822993
"[0.0, 320.0, 40.0, 360.0]",-3.3081592443700494,-3.1572179672275964,-3.2268060596442485,-3.1876737576010763
"[40.0, 320.0, 80.0, 360.0]",-2.9067823381935405,-2.85848896258383,-2.726001468186347,-2.966231408763556
"[80.0, 320.0, 120.0, 360.0]",-2.3097761073989593,-2.238459954308659,-1.1947936130638817,-2.3555628123578196
"[120.0, 320.0, 160.0, 360.0]",-1.4096480228202881,-1.5462716128129839,2.4434559565879788,-1.723353859716701
"[160.0, 320.0, 200.0, 360.0]",-1.14157619136,-1.125055921536,9.52706269080965,-1.099596112256
