,0,1,2,3
"[0.0, 0.0, 40.0, 40.0]",-4.980538025741009,-6.88606139209824,-2.654332655785666,-4.377294375541801
"[0.0, 40.0, 40.0, 80.0]",-6.68453146649339,-7.068265060394716,-7.488754359684361,-6.673654390980499
"[40.0, 40.0, 80.0, 80.0]",-9.463099943561847,-9.471419954834062,-9.47242561586249,-9.467703456691877
"[40.0, 80.0, 80.0, 120.0]",-9.466220155197663,-9.467461980861996,-9.461553977901815,-9.477203207968994
"[40.0, 120.0, 80.0, 160.0]",-9.460630419377623,-9.454621496310738,-9.459720450703102,-9.450339017450847
"[80.0, 120.0, 120.0, 160.0]",-9.45386403864316,-9.457148521583333,-9.456625426586788,-9.459241338260414
"[80.0, 80.0, 120.0, 120.0]",-9.451511711898819,-9.456449084259397,-9.452479960880778,-9.459717715277364
"[80.0, 160.0, 120.0, 200.0]",-9.452786066473177,-9.45859817771869,-9.448229022523778,-9.452843789821408
"[120.0, 80.0, 160.0, 120.0]",-9.46274184710042,-9.453659140646149,-9.454992115464895,-9.449937444643869
"[160.0, 80.0, 200.0, 120.0]",-9.444547796928763,-9.453912805405235,-9.454839901612004,-9.451410575132194
"[120.0, 120.0, 160.0, 160.0]",-9.453746472836757,-9.461770213196697,-9.454402595912622,-9.457586924519429
"[160.0, 120.0, 200.0, 160.0]",-9.449848322504517,-9.578687406854417,-9.454954131395679,-9.45718162029092
"[160.0, 160.0, 200.0, 200.0]",-9.451262744973704,-10.050758218984093,-9.465121016689965,-9.455415761050677
"[160.0, 200.0, 200.0, 240.0]",-9.452931528415318,-12.86987769596989,-9.452863131185305,-9.45408712149839
"[200.0, 200.0, 240.0, 240.0]",-9.531308791654421,-39.51424,-12.537888508904778,-9.453819800592372
"[200.0, 160.0, 240.0, 200.0]",-9.440197640388329,-11.698551400352146,-9.446610790925087,-9.428548144053272
terminal,0.0,0.0,0.0,0.0
"[40.0, 0.0, 80.0, 40.0]",-3.1909168885825703,-8.96218676861615,-1.3907828551860701,-3.3975963371781575
"[80.0, 0.0, 120.0, 40.0]",-4.365013466620637,-2.6865659724242885,-0.01967690807287282,-4.15552064926839
"[40.0, 160.0, 80.0, 200.0]",-9.451610802976038,-9.458869325781938,-9.44939604581028,-9.454143314704035
"[120.0, 160.0, 160.0, 200.0]",-9.462338850051923,-9.453145551170874,-9.444570543170206,-9.458799747469895
"[80.0, 200.0, 120.0, 240.0]",-9.445219305852012,-9.441165181151435,-9.45077730853222,-9.45727295496117
"[80.0, 240.0, 120.0, 280.0]",-9.44683394755219,-9.440878357157318,-9.436285789531171,-9.442738135423511
"[40.0, 240.0, 80.0, 280.0]",-9.453647726810818,-9.455022050858645,-9.44622948857046,-9.460349514764502
"[120.0, 200.0, 160.0, 240.0]",-9.456421209037623,-9.445225424474204,-9.452548106584413,-9.443999123326835
"[120.0, 240.0, 160.0, 280.0]",-9.436846243830866,-9.442050993493758,-9.426657123083793,-9.43893723205293
"[160.0, 240.0, 200.0, 280.0]",-9.417038330928378,-10.28069100817072,-36.8928,-9.413549322935028
"[40.0, 200.0, 80.0, 240.0]",-9.45628900458376,-9.453204776639922,-9.448375872976763,-9.455005229313727
"[200.0, 120.0, 240.0, 160.0]",-9.449387148906117,-9.444889014207746,-9.456369742981234,-9.453873393947788
"[120.0, 0.0, 160.0, 40.0]",-2.783816844275937,-3.8418514907950616,1.2335762495278475,-2.669593757358939
"[160.0, 0.0, 200.0, 40.0]",-2.3536112490402874,-0.4550831262775833,2.4312247022105775,-2.1709917570769326
