,0,1,2,3,4,5,6,7,8
0,-173.4429,-171.90297464563784,-176.2157170923379,-172.92848837209303,-165.26666666666668,-154.58614232209737,-137.42889647326507,-120.25290322580645,-110.91596638655462
1,-170.8900020036065,-167.72825070159027,0.0,0.0,0.0,0.0,0.0,-101.35953420669578,-103.16795069337442
2,-169.4610101010101,-164.0713657356499,-159.62344474262014,-154.8511220580186,-150.01169221045978,-147.83077520885954,0.0,-99.46210995542347,-99.3960843373494
3,-165.8343685300207,-160.40780570323827,-156.44163773494552,-151.2189054726368,-145.4267290249433,-141.841784989858,0.0,-90.15465465465465,-93.03215926493108
4,-163.64788732394365,-155.95522591181273,-151.20229445506692,-143.13708036622583,-134.4319870322842,-126.83446963691136,0.0,-76.03298350824588,-78.77760736196319
5,-157.65714285714284,-151.33789670192905,-145.7637385804638,-133.75003338229402,-117.95076108537393,-100.06469868461303,0.0,-62.2037037037037,-61.93851132686084
6,-180.40322580645162,-148.3989019310867,-142.0192050768203,-125.69181605611847,-99.69459459459459,-50.0,-48.19387755102041,-43.77724358974359,-37.55400696864111
7,-170.72,0.0,0.0,0.0,0.0,-50.10795454545455,-41.20521172638436,-21.92391304347826,-5.125813449023862
8,-158.05555555555554,-92.42424242424242,-89.23076923076923,-73.3529411764706,-67.57142857142857,-54.37692307692308,-38.08247422680412,-7.348178137651822,49.0
